_job_featured_image,_job_title,_job_featured,_job_filled,_job_urgent,_job_description,_job_category,_job_type,_job_tag,_job_expiry_date,_job_gender,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary_type,_job_salary,_job_max_salary,_job_experience,_job_career_level,_job_qualification,_job_video_url,_job_photos,_job_application_deadline_date,_job_address,_job_location,_job_map_location
,CI/CD Engineer,0,0,0,"Overview:
WHO WE ARE:

Beyondsoft is a leading mid-sized business IT and consulting company that combines modern technologies and proven methodologies to tailor solutions that move your business forward.

Our global head office is based in Singapore, and our team is made up of a diversely talented team of experts who thrive on innovation and pushing the bounds of technology to solve our customers’ most pressing challenges.

When it comes time to deliver, we set our sights on that sweet spot where brilliance, emerging technologies, best practices, and accountability converge. We have a global presence spanning four continents (North America, South America, Europe, and Asia). Our global network of talent and customer-centric engagement model enables us to provide top-quality services on an unprecedented scale.

WHAT WE’RE ABOUT:

We believe that collaboration, transparency, and accountability are the values that guide our business, our delivery, and our brand. Everyone has something to bring to the table, and we believe in working together with our peers and clients to leverage the best of one another in everything we do. When we proactively collaborate, business decisions become easier, innovation is greater, and outcomes are better.

Our ability to achieve our mission and live out our values depends upon a diverse, equitable, and inclusive culture. So, we strive to foster a workplace where people have the respect, support, and voice they deserve, where innovative ideas flourish, and where people can unleash their brilliance. For more information regarding DEI at Beyondsoft, please go to https://www.beyondsoft.com/diversity/.

ADDITIONAL REQUIREMENT FOR REMOTE POSITIONS:

For remote positions, all candidates must complete a video screen with our corporate recruiting team.

Responsibilities:
POSITION SUMMARY:

We are looking for a detail-oriented and automation-driven CI/CD Engineer to join our DevOps team. In this role, you will be responsible for managing production CI operations, maintaining and improving CI pipelines, analyzing KPIs, and driving automation to enhance deployment efficiency and reliability.

WHAT YOU WILL BE DOING:
Manage 500+ CI environments, monitor deployments, triage failures, and track KPIs.
Handle branch merges, create CI jobs, and review test coverage.
Analyze KPIs across branches and assign failures to owners.
Maintain and build CI pipelines per engineering plans.
Automate tasks to boost efficiency and cut costs by 10% annually.
Track and resolve lab environment issues.
Manage HaaS requests for test environments and resource allocation.
Qualifications:
MINIMUN QUALIFICATIONS:
Fluent English as working language
Bachelor’s degree in Computer Science, Engineering, or a related field.
5+ years of experience (minimum 5 years) and able to work independently
Proficiency in scripting languages such as PowerShell, Python.
Experience managing large-scale CI environments and production pipelines.
Solid understanding of version control systems (e.g., Git) and branch management.
Familiarity with KPI tracking, test coverage analysis, and CI metrics.
Strong troubleshooting and triage skills for deployment and environment issues.
Excellent communication and collaboration skills.
PREFERRED QUALIFICATIONS:
Experience with HaaS or lab infrastructure management.
Familiarity with Windows build environments.
Knowledge of containerization and orchestration tools
Experience with performance monitoring and CI observability tools.

WHAT WE HAVE TO OFFER:

Because we know how important our people are to the success of our clients, it’s a priority to make sure we stay committed to our employees and making Beyondsoft a great place to work. We take pride in offering competitive compensation and benefits along with a company culture that embodies continuous learning, growth, and training with a dedicated focus on employee satisfaction and work/life balance.
Private Health and Life Insurance
12 days per year of Paid Time Off (PTO) + 3 discretionary days
Paid CR holidays
100% remote

Beyondsoft provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type with regards to race, color, religion, age, sex, national origin, disability status, genetics, veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, and the full employee lifecycle up through and including termination.",IT/Software Development,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=bc6a982a50bcb1e0&bb=aNFk9CE1lC648blJn2QR2AoZIdAd1vvc4Hj4cXR6Qy9TH4-7HnvV_Y-mPNRyGNEc-i9t4mk0_NSK_QUzc2CDXBi2PG9AlJANKeF3Mfkf2dFtX-O76VfiIZWzjlyezVVb&xkcb=SoD267M3rLHCwgx7tR0LbzkdCdPP&fccid=ee3ef3b98a9e5bcb&vjs=3,,,,,5+ years,senior,bachelor,,,2025-11-23,Remote,Remote,Remote
,Spanish Language Specialist (Latin America) – AI Trainer,0,0,0,"Are you a Spanish (Latin America) language expert eager to shape the future of AI? Large‑scale language models are evolving from clever chatbots into powerful engines of linguistic discovery. With high‑quality training data, tomorrow's AI can democratize world‑class education, keep pace with cutting‑edge research, and streamline communication for Spanish speakers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI.

We're looking for Spanish (Latin America) language specialists who live and breathe phonetics, morphology, syntax, semantics, pragmatics, and sociolinguistics of the Spanish language. You'll challenge advanced language models on topics like verb conjugation, noun-adjective agreement, subjunctive usage, sentence structure, regional dialects, word order, idiomatic expressions, and cultural nuances—documenting every failure mode so we can harden model reasoning.

On a typical day, you will converse with the model on language scenarios, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics.

A master's or PhD in Spanish language, linguistics, or a closely related field is ideal; peer‑reviewed publications, teaching experience, or hands‑on linguistic analysis projects signal fit. Clear, metacognitive communication—""showing your work""—is essential.

Ready to turn your Spanish language expertise into the knowledge base for tomorrow's AI? Apply today and start teaching the model that will teach the world.

We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you'll supply a secure computer and high‑speed internet; company‑sponsored benefits such as health insurance and PTO do not apply.

Job title: Spanish Language Specialist (Latin America) – AI Trainer
Employment type: Contract
Workplace type: Remote
Seniority level: Mid‑Senior Level",IT/Software Development,contract,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=2d629533bfde4743&bb=aNFk9CE1lC648blJn2QR2PTQPr1cRwC0D7k-KxJhFyYiFei-lt-LcZYHA0eVgD_bfQ47l8MWM9FuQrm4WbrFUFVT5AYzMu29BWXSLdweOaaBXGEcfnD-DXTEa9ruEG3H&xkcb=SoBC67M3rLHCwgx7tR0KbzkdCdPP&fccid=b2ee8bbb75adfce3&vjs=3,,,,,5+ years,senior,doctorate,,,2025-11-23,"San José, Provincia de San José","San José, Provincia de San José","San José, Provincia de San José"
,SUPERVISOR DE ABAST. Y DESARR. AGRIC. PA,0,0,0,"Fecha: 16 oct. 2025
Ubicación: San José, Provincia de San José., CR
Empresa: GRUMA
Gruma es una compañía mundial orgullosamente mexicana, consideramos que el Recurso Humano es nuestro activo más valioso. Es por ello que nos esforzamos por seleccionar al personal más competitivo, para que juntos trabajemos por alcanzar nuestras metas organizacionales y personales.
Generales
En GRUMA y sus divisiones, los procesos de Reclutamiento y Selección de personal son gratuitos y cubiertos por la empresa. No consideres ninguna vacante que implique algún pago para participar en un proceso.
Gruma es un empleador que brinda igualdad de oportunidades. Nosotros tomamos las decisiones de reclutamiento, selección y contratación basados en la experiencia, formación y habilidades del candidato y cumplimiento de los demás requisitos del puesto. Serán tratados con igualdad las aplicaciones de todos los miembros de la sociedad sin distingo edad, etnia, género, religión, raza, orientación sexual, estado civil, opinión política, ascendencia nacional, origen social, filiación, discapacidad, afiliación sindical, situación económica o cualquier otra forma análoga de discriminación.
Adicionalmente te invitamos a leer nuestro Aviso de Privacidad.


Segmento de empleo: Manager, Management",Human Resources,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=ae457ee7990b069f&bb=aNFk9CE1lC648blJn2QR2N4ZAGlhRXDbgsEn5Q6VBuYGojD37X02Cco95eoreiHafnDRAK9nM9nGDJp5qU8YGma6yRWKbUc6kyarVhVKVibk3cukFGnRexjTL56M3eo1&xkcb=SoDf67M3rLHCwgx7tR0JbzkdCdPP&fccid=1c37451ca7247bd8&vjs=3,,,,,5+ years,senior,,,,2025-11-23,"San José, Provincia de San José","San José, Provincia de San José","San José, Provincia de San José"
,Auxiliar de Planta - Auto Mercado Santo Domingo,0,0,0,"Empacar y trasladar los productos que son adquiridos por los clientes, asimismo brindar soporte al cajero (a) en las funciones que se requiera para cubrir las necesidades del cliente, cumpliendo con los objetivos del departamento.

Tercer año de secundaria aprobado

Experiencia mínima de 6 meses en puestos similares

Manipulacion de alimentos vigente

Disponibilidad para trabajar horarios rotativos, fines de semana.

Se solicita Curriculum, Cédula, Títulos académicos, Hoja de delincuencia, Cartas de referencia laborales.",Customer Service,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=a1b075b9def0cc5d&bb=aNFk9CE1lC648blJn2QR2N0yNcNN_pytOEINQLDK5H70NmPYXN1IL-78ZEv3PomD7reSdhv2KIFR_IrvkktSMjT2bAcy8Z2KuNK9Akb6pUo0fP4hitY3XMhlaQQJ9ud5&xkcb=SoBr67M3rLHCwgx7tR0IbzkdCdPP&fccid=135b19be803c98cf&vjs=3,,,,,,,,,,2025-11-23,"Santo Domingo, Provincia de Heredia","Santo Domingo, Provincia de Heredia","Santo Domingo, Provincia de Heredia"
,Spanish Interpreter,0,0,0,"At Propio Language Services we are closing the language gap by connecting people anywhere and anytime through innovative technology and solutions.

Founded in 1998 Propio Language Services provides critical interpreting and translation services that improve the quality of life with the communities we engage in. We do that by providing both remote and on-site services in more than 350 languages, for over 12,000 clients with a diverse and highly experienced staff, and over 15,000 contract interpreters.

Quality interpretation is critical to our shared success, and it is only possible by bringing in the best interpreters in the industry.

We currently have a need for Remote Contract Spanish Interpreters who have a sincere desire to use their language skills to help people and are passionate about what they do.

Contract Responsibilities:
Provides consecutive, first-person interpretation.
Follows interpreter protocols and procedures as required by Propio L.S. clients.
Follows all Propio L.S. policies and procedures related to information confidentiality and interpreter ethics.
Continuously improves vocabulary and specialized subject matter knowledge, as required for various clients, such as medical, legal, social services, etc.

Requirements:
Submission of updated Resume in English at time of Application.
Completion of English Language Proficiency with a language rating of “technical proficiency” (3 or higher on the nationally recognized ILR scale).
Successful completion of a Mock oral interpretation session. Interpreters are evaluated against 24 quality standards and must attain a passing score.
Completion of Propio's online Medical Terminology, Anatomy and Physiology Assessment, with a passing score.
A full Background Check and Security Screen.
A signed commitment to confidentiality, adherence to ethics, and HIPAA compliance.
Preferred Qualifications:
1+ years of interpreting experience.
Propio’s evaluation process conforms to interpreting standards defined by:
National Council on Interpreting in Health Care (NCIHC)
International Medical Interpreters Association (IMIA)
California Healthcare Interpreters Association (CHIA)
Diversity creates a healthier atmosphere: Propio is an Equal Employment Opportunity/Affirmative Action employers and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.
yLInafzmKX",Human Resources,contract,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=73e3c09c31121a75&bb=aNFk9CE1lC648blJn2QR2NLhQcgiu7rR9vpd0EhpXFcSf_gVgWZ3sZEz-JYP_lR8VD-RPnVyYyOUTbE0Z4EJQZXLyNKtngbqUQmZtfOEIFgLNVPIITDi8JJ-vJbY60Fx&xkcb=SoDl67M3rLHCwgx7tR0PbzkdCdPP&fccid=72d60643ea9b1538&vjs=3,,,,,,,associate,,,2025-11-23,Remote,Remote,Remote
,Practicante/Pasante en Employee Experience Operations IT,0,0,0,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how we aim to prevent, stop and cure diseases and ensure everyone has access to healthcare today and for generations to come. Join Roche, where every voice matters.
The Position
Funciones principales y responsabilidades
Documentación y Mapeo de Procesos: Apoyar en el diseño, la preparación y la creación de la documentación detallada de los procesos clave de la organización.
Soporte al Plan de Continuidad del Negocio (BCP): Colaborar en la recopilación de información y el análisis de riesgos para el diseño e implementación del Plan de Continuidad del Negocio, asegurando que los procesos críticos estén protegidos.
Análisis y Mejora de Flujos de Trabajo: Participar activamente en el análisis de los procesos existentes para identificar cuellos de botella e ineficiencias, proponiendo soluciones de optimización alineadas con los principios de Ingeniería.
Requerimientos Profesionales y Técnicos
Formación Académica:
Estudiante activo de las carreras de Ingeniería en Sistemas, Tecnologías de la Información, Ingeniería Industrial o Administración de Empresas, buscando experiencia profesional en la optimización de procesos.
Interés y/o conocimiento en metodologías de Gestión de Proyectos, con enfoque en la documentación y mejora continua de procesos. Visión de Negocio y Enfoque en el Valor.
Capacidad para trabajar en la creación y organización de documentación técnica detallada (diagramas de flujo, procedimientos operativos, etc.).
Excelentes habilidades de comunicación y colaboración para interactuar con diferentes áreas de la organización.
Nivel Educativo:
Estudiante activo cursando el tercer o cuarto año de la carrera universitaria, para asegurar que posea la base teórica en gestión de proyectos, análisis de sistemas o ingeniería de procesos necesaria para el rol.
Requerimientos Básicos:
Dominio de Herramientas de Documentación: Manejo intermedio de suites de productividad (ej. Microsoft Office, Google Workspace)
Competencia en Inglés (Deseable/Intermedio): Nivel de inglés que le permita comprender documentación técnica y, potencialmente, participar en reuniones con equipos o stakeholders internacionales.
Disponibilidad y Compromiso: Disponibilidad para cumplir un horario de práctica (tiempo parcial o según el programa universitario) y un fuerte compromiso con la duración del proyecto

Idioma: Español e Inglés intermedio (preferiblemente avanzado)
Competencias Profesionales
Gestión y Optimización de Procesos
Organización y Gestión de la Documentación
Análisis Estratégico y Planificación
Comunicación Técnica y Documentación
Colaboración Interfuncional y Enfoque al Cliente
Adaptabilidad y Aprendizaje Continuo
Buen nivel de redacción y ortografía.
Capacidad para trabajar en equipo y adaptarse a entornos dinámicos.
Organización, proactividad y atención al detalle.
Sensibilidad para temas de salud, sostenibilidad y cultura corporativa.
Experiencia previa en áreas de comunicaciones (prácticas, voluntariados o trabajos universitarios).
Who we are
A healthier future drives us to innovate. Together, more than 100’000 employees across the globe are dedicated to advance science, ensuring everyone has access to healthcare today and for generations to come. Our efforts result in more than 26 million people treated with our medicines and over 30 billion tests conducted using our Diagnostics products. We empower each other to explore new possibilities, foster creativity, and keep our ambitions high, so we can deliver life-changing healthcare solutions that make a global impact.

Let’s build a healthier future, together.
Roche is an Equal Opportunity Employer.",IT/Software Development,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=931de77b59d1bfbe&bb=aNFk9CE1lC648blJn2QR2LCiOEo2CCqNeWU5yJNjJYh4xDjqYWmbI_63nDZBcBmHBqCIpIzDc6TvT72ZU8PuIm-PFDTra-_3MMZkMsJq4iPNMts8oYEHWtqzoB1uTdSE&xkcb=SoBR67M3rLHCwgx7tR0ObzkdCdPP&fccid=bca1c8ed48c3b338&vjs=3,,,,,,,associate,,,2025-11-23,"San José, Provincia de San José","San José, Provincia de San José","San José, Provincia de San José"
,Staff de Sostenibilidad,0,0,0,"¿Y si no nos centráramos en quién eres ahora, sino en quién podrías llegar a ser?
Aquí, en EY, tendrás la oportunidad de construir una experiencia verdaderamente excepcional. Te capacitaremos con la última tecnología, te rodearemos de equipos de alto rendimiento y te proporcionaremos la escala global y la cultura diversa e inclusiva que necesitas para descubrir todo tu potencial. A través de nuestros programas de entrenamiento y formación, desarrollarás las habilidades que necesitas para seguir siendo relevante hoy y en el futuro, todo mientras construyes una red de colegas, mentores y líderes que estarán en el viaje contigo en EY y más allá.
La experiencia excepcional de EY. Es tuya para construirla.
La oportunidad:
Puedes esperar un aprendizaje y desarrollo de primera clase adaptado a tus intereses y motivaciones únicos. Tendrás todas las habilidades, conocimientos y oportunidades para progresar y estar listo para construir un mundo laboral mejor para nuestra gente, nuestros clientes y las comunidades que nos apoyan.
Lo que buscamos
Tienes una mentalidad ágil y orientada al crecimiento. Lo que sabes es importante. Pero la mentalidad adecuada es igual de importante para determinar el éxito. Buscamos personas que sean innovadoras, que puedan trabajar de forma ágil y que sigan el ritmo de un mundo que cambia rápidamente.
Son curiosos y tienen un propósito. Buscamos personas que vean oportunidades en lugar de retos, que se hagan mejores preguntas para buscar mejores respuestas que construyan un mundo laboral mejor.
Eres inclusivo. Buscamos personas que busquen y acepten perspectivas diversas, que valoren las diferencias y trabajen en equipo de forma inclusiva para crear seguridad y confianza.
Cualificaciones:
Formación: Profesionales graduados de carreras afines a sostenibilidad: ingeniería ambiental, industrial, química, mecánica, agronomía entre otras. Profesionales de administración de empresas, economía, sociología, Relaciones Internaciones, Salud Ambiental, entre otras.
Experiencia: Al menos 1 año de experiencia en implementación de sistemas de gestión ambiental y/o social, construcción y verificación de información no financiera, gestión de requerimientos legales ambientales, experiencia en consultoría en general (ambiental o social). Deseable afinidad o experiencia en análisis de partes interesadas, materialidad, gestión de riesgos ASG y marcos de reporte en sostenibilidad.
Conocimiento de Idiomas: Deseable inglés intermedio
Conocimiento de sistemas: Competente en Microsoft Office, incluidos MS Excel y PowerPoint, deseable Power Bi.
Habilidades Blandas: Trabajo en equipo, comunicación asertiva, proactiva, innovadora, agil.
Habilidades técnicas:
Conocimiento en sistemas de gestión ambiental y social.
Comprensión de marcos de reporte en sostenibilidad.
Qué hay para ti
Acelere sus capacidades técnicas y sus habilidades de liderazgo transformador con cursos y programas de desarrollo orientados al futuro.
Amplíe sus horizontes trabajando en equipos altamente integrados en todo el mundo y colabore con personas de diversos orígenes, tanto profesional como culturalmente.
Saca lo mejor de ti mismo con una inversión continua en tu bienestar personal y en el desarrollo de tu carrera.
Desarrolla tu propio propósito personal y ayúdanos a crear un efecto dominó positivo en nuestros equipos, nuestro negocio, los clientes y la sociedad, construyendo juntos un mundo laboral mejor.",IT/Software Development,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=08f21a6cd347a1eb&bb=aNFk9CE1lC648blJn2QR2J6lGeKmwQuSf24Dk5cI429s6EbhNqHTUJjU8cQQdUPzbDrIMPmz43HBaFULPaI1B-c8zpPkYtw_AqPaQY2KoMEl9HGR82Pd7l6SgJrQr8kZ&xkcb=SoDM67M3rLHCwgx7tR0NbzkdCdPP&fccid=1544766d4c2915b0&vjs=3,,,,,1+ years,junior,,,,2025-11-23,"San José, Provincia de San José","San José, Provincia de San José","San José, Provincia de San José"
,Asistente Ejecutivo(a),0,0,0,"Fecha: 13 oct. 2025
Ubicación: Costa Rica, San José
Empresa: deloittemx
Asistente Ejecutivo(a) – Costa Rica

¿Cómo es el día a día de la posición?
Como Asistente Ejecutivo(a) en Deloitte tus funciones principales giran alrededor de lo siguiente:
Gestión Operativa y Apoyo Ejecutivo, Coordinación de agendas, Planificación de itinerarios, Logística de reuniones para Socios y líderes regionales, Elaboración de reportes ejecutivos, Seguimiento de asuntos críticos hasta su resolución (follow-up), Apoyo integral a clientes internos y externos, garantizando eficiencia y calidad en la atención. Control Financiero y Administrativo de temas específicos encomendados, Control de ejecución de gastos regionales por línea de negocio. Seguimiento y control regional de pago de membresías. Control de tarjetas corporativas, conciliación de gastos y elaboración de liquidaciones. Apoyo en apertura de clientes y proyectos. Apoyo en cumplimiento de procedimientos internos administrativos. Coordinaciones varias con subcontratistas. Gestión de pagos ante instituciones legales internacionales (IBA, NYSBA, entre otras). Gestión Legal y Documental, Control de documentación de firmas, Reportes de salida del país de notarios ante DNN. Coordinación de cumplimiento normativo en trámites legales internacionales. Seguimiento a cumplimiento de políticas internas. Distribución estratégica de tareas administrativas entre líneas de negocio en múltiples países. Asistencia en la planificación y ejecución de eventos corporativos y reuniones de alto nivel, tramitación de citas en la DNN, cancillería y otras organizaciones gubernamentales, preparar envíos por DHL (exportación e importación), recibir, retirar, escanear y enviar la correspondencia del departamento, envío de información internamente como personerías, cédulas, permisos, impresión y escaneo de documentación, apoyo en redacción de escritos y otras gestiones antes tribunales y oficinas administrativas impresión de documentos copias, organizar y coordinar la presentación, solicitar certificaciones en los distintos colegios profesionales, soporte a gerencias en reuniones, coordinación de mensajería del departamento, coordinación con mensajería para el depósito de los pagos de migración y otras gestiones administrativas, solicitud de expedientes a distintas instituciones y cualquier otra labor afín al puesto.
Trabajarás en un ambiente dinámico y enriquecedor con personas de diferentes culturas, perspectivas, especialidades y conocimientos. Juntos(as), creamos soluciones únicas y de calidad, superando las expectativas y alcance de nuestros proyectos y clientes. Nos motiva generar un impacto significativo en todo lo que hacemos.

¿Qué se necesita para aplicar?
• Estudiante universitario(a) de Administración o Técnico en Secretariado • Deseable 1 año de experiencia como secretaria, asistente administrativa
Inglés intermedio
Manejo de paquetes de Office y correo electrónico
Habilidades: Servicio al cliente, comunicación efectiva, organización, adaptabilidad, orientación a resultados, alta calidad

¿Por qué Deloitte?
Con nuestro trabajo creamos un impacto significativo, que marca una diferencia positiva en nuestros(as) clientes, la sociedad y el planeta. Colaboramos en distintos proyectos con personas que nos escuchan, inspiran, alientan y apoyan a dar lo mejor de nosotros(as) mismos(as). Para Deloitte, nuestro desarrollo integral es una prioridad. A través de las oportunidades de aprendizaje, movilidad, voluntariado y la asesoría personalizada de nuestros(as) líderes, crecemos en nuestras carreras y formamos lazos que perduran.

Siguientes pasos
¿Estas listo(a) para crear un impacto? Te estamos buscando, postúlate.",IT/Software Development,,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=9dc1a949b60f7c7f&bb=aNFk9CE1lC648blJn2QR2Koosw1aSbG21xEhQ9DNCy76-dTD7xkTwpRtYwdABj203vy1-OjRTaHsapMGWvfIfg0JyG_oUvozUn-VEBR3ueGjy9Iv_2LprXjSsmPIV7Xf&xkcb=SoB467M3rLHCwgx7tR0MbzkdCdPP&fccid=9e215d88a6b33622&vjs=3,,,,,1+ years,junior,associate,,,2025-11-23,"San José, Provincia de San José","San José, Provincia de San José","San José, Provincia de San José"
,Especialista de Servicio al Cliente Aduanas,0,0,0,"Título del puesto: Especialista de servicio al cliente (Temporal 6 meses) Localización: Coyol, Alajuela

DHL Global Forwarding (DGF) es líder mundial en servicios de transporte aéreo y un proveedor líder de servicios de transporte marítimo. Con un equipo global de aproximadamente 30.000 empleados, garantizamos el transporte eficiente de los envíos de nuestros clientes por aire y mar. Nuestras soluciones logísticas abarcan toda la cadena de suministro, desde la fábrica hasta el destino final, incluyendo servicios especializados de transporte.

Tenemos una excelente oportunidad para un/a Especialista de servicio al cliente quien gestionará las operaciones en la casa del cliente.

Responsabilidades:

Abrir las órdenes de Trabajo.

Dar seguimiento a los estatus de trámites.

Generar eventos en el sistema.

Generar reportes.

Gestionar asesorías a nivel interno para poder apoyar a los clientes.

Coordinar con los proveedores de clientes la correcta documentación e información necesaria para los procesos

Recepción de quejas y canalización de estas.

Dar soporte al cliente en requerimientos especiales: capacitaciones, asesorías, seguimiento a gestiones, consecución de documentos, etc.

Mantener constante comunicación con el cliente durante todo el proceso de servicio hasta la facturación y entrega.

Gestionar el pago de terceros en favor del cliente con los distintos departamentos internos.

Atender solicitudes de cotización para nuevos servicios.

Fomentar las ofertas de servicios de DHL con los departamentos del cliente.

Coordinar con el departamento de facturación, los documentos e instrucciones necesarios para el correcto cobro de servicios e impuestos y pagos a terceros.

Cumplir con los lineamientos establecidos dentro de los requisitos definidos por los sistemas de gestión certificados de DGF y las buenas prácticas, las normas de calidad y 5s / compliance / medio ambiente / energía / salud ocupacional y seguridad y otras que se definen por DHL y/o el cliente.

Habilidades y requerimientos:

Bachiller en Aduanas o Comercio Exterior.

Experiencia mínimo 1 año de experiencia en puestos semejantes o equivalentes.

Uso de paquetes Office.

Inglés Básico (oral y escrito).

Habilidades de atención al detalle.

Alto nivel de servicio al cliente.

Este puesto ofrece una oportunidad de desarrollo en un entorno logístico global de rápido crecimiento. Si tienes la experiencia, los conocimientos y el empoderamiento necesarios para ser parte de un equipo de alto rendimiento, ¡te invitamos a postularte!",IT/Software Development,temporary,Costa Rica,2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=79d83b3cd0ec9d5a&bb=aNFk9CE1lC648blJn2QR2E1C5jgyDXu8JES13by22IKbsCLjaHB1fTzK00BW1UVkcHcem7qAh9gayuGhm4eNdRnyaLySvQTMMHlVi7Wwkhpxl9a8IwzktHHIpASjJMcs&xkcb=SoCR67M3rLHCwgx7tR0DbzkdCdPP&fccid=5b8d10630cb111eb&vjs=3,,,,,1+ years,junior,,,,2025-11-23,"Alajuela, Provincia de Alajuela","Alajuela, Provincia de Alajuela","Alajuela, Provincia de Alajuela"
,Operations Manager,0,0,1,"About Us:
ClickGUARD is a SaaS startup operating in a domain where ad tech meets cybersecurity (you should consider subscribing to our YouTube channel to find out more about us). Our platform helps Google Ads advertisers protect their investment and maximize their ROI by detecting and removing wasteful ad traffic from their advertising campaigns. We’ve built the absolute best solution for a significant problem for PPC advertisers, and we need your help taking it to the next level of user experience.
About the role
We’re seeking a growth-focused Ops Manager with senior leadership experience in high-performance Sales or Marketing environments. This is not your typical process-focused “Ops” role, but more of a hands-on, data-driven strategic operator focused on aligning remote teams, unlocking executional leverage, and removing friction between product, GTM, and CS functions to accelerate growth. Your superpower lies in keeping teams motivated through sharp decision-making leadership, which is essential for maintaining high-level execution and unlocking growth.
You’ll own the operational backbone of the business, aligning product, marketing, and customer success teams, and be directly responsible for keeping them accountable, data-informed, and relentlessly focused on results.
Key ResponsibilitiesOperations Enablement
Lead daily operations to ensure smooth execution and cross-team efficiency.
Build, manage, and optimize workflows, systems, and processes that power our go-to-market engine.
Own timelines, budgets, and resource management across projects.
Identify operational risks and implement solutions to ensure compliance and continuity.
Run our operating rhythm: scorecards, weekly accountability syncs, team cadences, and sprint cycles.
Ensure every function knows what matters, who owns it, and how it’s tracked.
Inspire and energize teams, acting as a trusted “go-to” person for cross-functional leaders.
Own tooling decisions across project management, reporting, documentation, and task execution
Continuously reduce complexity and operational drag.
Cross-Functional Collaboration
Act as a trusted operator to the CEO and leadership team, helping prioritize what drives growth
Break silos and connect the dots across product, marketing, and customer teams
Serve as a cultural glue — keeping remote teams energized, clear, and aligned
Data-Driven Decision Support
Translate messy data into clear dashboards and operating insights.
Surface the right metrics for decision-making and create closed-loop reporting systems.
Use data to shape operational strategy and identify growth opportunities.
Strategic Planning & Leadership
Driving strategic clarity
Enabling company-wide focus
Staying ahead of GTM opportunities
Required Skills & Experience
5–10+ years of leadership in high-impact roles at remote high-growth environments.
Proven ability to manage and scale distributed teams in async-first environments.
Strong background in Ops management, strategy execution, and organizational alignment.
Strategic thinker with a bias for execution and long-term value creation.
Deep experience in GTM, retention, or lifecycle operations.
Obsession with execution. No fluff, just results.
You think in systems, act with urgency, and love making chaos efficient.
Technical Proficiency
ClickUp (or similar PM tools)
Google Sheets (pivot tables, basic modeling)
BI/dashboards (e.g., Tableau, Looker, Power BI, or lightweight alternatives)
CRM + lifecycle tools (Brevo, HubSpot, etc.)
Bonus: Familiarity with basic automations (Zapier, Make, etc.)
Logistics
Remote, async-friendly team
Must be available for meetings between 8AM and 2 PM EST
Full-time, long-term role
Who You Are
High-energy, extroverted team leader who thrives in fast-paced environments.
Detail-oriented with a relentless drive for continuous improvement.
Comfortable owning ambiguity and bringing structure through intelligent systems.
Passionate about building scalable operations.
This role is critical to scaling how we operate, how we execute, and ultimately, how we win.
What’s in it for you?
Competitive salary - Compensation that reflects your expertise and contributions.
High-impact role – You’ll be leading product decisions in a company that values speed, innovation, and customer obsession.
Hands-on environment – We operate lean, so your contributions will be direct and meaningful.
Fast-growing industry – AdTech / MarTech is a quickly evolving space, making this an exciting space to be in.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic.
Job Type: Full-time
Pay: From ₡2,100,000.00 per month",Customer Service,,"Costa Rica, urgent",2025-11-23,,external,https://cr.indeed.com/rc/clk?jk=bce7ce75809c81ee&bb=aNFk9CE1lC648blJn2QR2CqiC0qxEQKHnvHC_WPr_2K5qCT0ZdhHA3k55CcYUvpMouvYcvRw7hBAepMJEvzjX8wpDZoMKTWIVr0WwtDt5JzvfEHROSfLNnUDTKkzKewV966bWva_cWVtzPFHtJ-acQ%3D%3D&xkcb=SoAl67M3rLHCwgx7tR0CbzkdCdPP&fccid=e5fd6f9097a867a5&cmp=ClickGUARD&ti=Operations+manager&vjs=3,,,,,5+ years,senior,associate,,,2025-11-23,Remote,Remote,Remote
